doi,polymer(s),is_solvent_blend,solvent(s),solvent_components,solution_concentration_wt%,needle_type,needle_diameter_G,collector_type,rotation_speed_rpm,voltage_kv,flow_rate_ml/h,tip_collector_distance_cm,temperature_c,humidity_%,formation_stable,fiber_diameter_nm,fiber_diameter_variation_nm,tail_observation
https://doi.org/10.1002/adv.21947,PS,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",15.0,Single Needle,22.0,Rolling Drum,20.0,14.0,0.3,12.0,23.0,45,True,385.0,,False
https://doi.org/10.1002/adv.21947,PS,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",15.0,Single Needle,22.0,Rolling Drum,20.0,20.0,0.3,12.0,23.0,45,True,512.0,,False
https://doi.org/10.1002/adv.21947,PS,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",15.0,Single Needle,22.0,Rolling Drum,20.0,17.0,0.3,20.0,23.0,45,True,189.0,,False
https://doi.org/10.1002/adv.21947,PS,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",18.0,Single Needle,22.0,Rolling Drum,20.0,14.0,0.3,16.0,23.0,45,True,194.0,,False
https://doi.org/10.1002/adv.21947,PS,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",15.0,Single Needle,22.0,Rolling Drum,20.0,20.0,0.3,16.0,23.0,45,True,202.0,,False
https://doi.org/10.1002/adv.21947,PS,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",18.0,Single Needle,22.0,Rolling Drum,20.0,20.0,0.3,20.0,23.0,45,True,423.0,,False
https://doi.org/10.1002/adv.21947,PS,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",15.0,Single Needle,22.0,Rolling Drum,20.0,17.0,0.3,12.0,23.0,45,True,296.0,,False
https://doi.org/10.1002/adv.21947,PS,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",21.0,Single Needle,22.0,Rolling Drum,20.0,17.0,0.3,20.0,23.0,45,True,641.0,,False
https://doi.org/10.1002/adv.21947,PS,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",21.0,Single Needle,22.0,Rolling Drum,20.0,20.0,0.3,16.0,23.0,45,True,663.0,,False
https://doi.org/10.3390/nano11102514,PVA,False,DISTILLED_WATER,"[{""solventName"": ""DISTILLED_WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8.0,Single Needle,21.0,Rolling Drum,,20.0,0.5,10.0,23.0,45,True,95.28,12.05,False
https://doi.org/10.3390/nano11102514,PVA,False,DISTILLED_WATER,"[{""solventName"": ""DISTILLED_WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",9.0,Single Needle,21.0,Rolling Drum,,20.0,0.5,10.0,23.0,45,True,126.07,26.65,False
https://doi.org/10.3390/nano11102514,PVA,False,DISTILLED_WATER,"[{""solventName"": ""DISTILLED_WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,21.0,Rolling Drum,,20.0,0.5,10.0,23.0,45,True,174.21,23.57,False
https://doi.org/10.3390/nano11102514,PVA,False,DISTILLED_WATER,"[{""solventName"": ""DISTILLED_WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",11.0,Single Needle,21.0,Rolling Drum,,20.0,0.5,10.0,23.0,45,True,147.91,20.93,False
https://doi.org/10.3390/nano11102514,PVA,False,DISTILLED_WATER,"[{""solventName"": ""DISTILLED_WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,21.0,Rolling Drum,,20.0,0.5,10.0,23.0,45,True,190.66,22.84,False
https://doi.org/10.3390/nano11102514,PVA,False,DISTILLED_WATER,"[{""solventName"": ""DISTILLED_WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",13.0,Single Needle,21.0,Rolling Drum,,20.0,0.5,10.0,23.0,45,True,266.7,30.61,False
https://doi.org/10.3390/nano11102514,PVA,False,DISTILLED_WATER,"[{""solventName"": ""DISTILLED_WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14.0,Single Needle,21.0,Rolling Drum,,20.0,0.5,10.0,23.0,45,True,308.92,33.74,False
https://doi.org/10.3390/nano11102514,PVA,False,DISTILLED_WATER,"[{""solventName"": ""DISTILLED_WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",15.0,Single Needle,21.0,Rolling Drum,,20.0,0.5,10.0,23.0,45,True,479.46,40.6,False
https://doi.org/10.30684/etj.35.4A.5,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.2,4.0,23.0,45,True,875.0,,False
https://doi.org/10.30684/etj.35.4A.5,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.2,8.0,23.0,45,True,415.0,,False
https://doi.org/10.30684/etj.35.4A.5,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.2,12.0,23.0,45,True,400.0,,False
https://doi.org/10.30684/etj.35.4A.5,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.2,15.0,23.0,45,True,360.0,,False
https://doi.org/10.30684/etj.35.4A.5,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.2,20.0,23.0,45,True,250.0,,False
https://doi.org/10.30684/etj.35.4A.5,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.2,22.0,23.0,45,True,600.0,,False
https://doi.org/10.1002/jbm.b.33337,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,18.0,Flat,,20.0,1.0,15.0,,45,True,400.0,100.0,False
DOI:10.3390/nano14131083,PVA,False,DISTILLED_WATER,"[{""solventName"": ""DISTILLED_WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8.0,Single Needle,22.0,Flat,,10.0,0.5,12.0,,45,True,473.0,57.0,False
DOI:10.48048/tis.2024.7551,PVA,False,DISTILLED_WATER,"[{""solventName"": ""DISTILLED_WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,20.0,Flat,,20.0,5.0,15.0,,45,True,345.0,,False
https://doi.org/10.1021/bm901254n,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,22.0,Flat,,10.0,0.48,15.0,23.0,45,True,235.0,64.0,False
https://doi.org/10.1021/bm901254n,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,22.0,Flat,,10.0,0.48,15.0,23.0,45,True,245.0,58.0,False
https://doi.org/10.1021/bm901254n,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,22.0,Flat,,10.0,0.48,15.0,23.0,45,True,182.0,51.0,False
https://doi.org/10.1021/bm901254n,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,22.0,Flat,,10.0,0.48,15.0,23.0,45,True,188.0,41.0,False
https://doi.org/10.1021/bm901254n,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,22.0,Flat,,10.0,0.48,15.0,23.0,45,True,274.0,54.0,False
https://doi.org/10.1021/bm901254n,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,22.0,Flat,,10.0,0.48,15.0,23.0,45,True,293.0,78.0,False
https://doi.org/10.1021/bm901254n,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,22.0,Flat,,10.0,0.48,15.0,23.0,45,True,268.0,37.0,False
https://doi.org/10.1021/bm901254n,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,22.0,Flat,,10.0,0.48,15.0,23.0,45,True,295.0,83.0,False
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.4,Single Needle,9.0,Flat,,5.0,0.2,15.0,23.0,45,True,218.0,20.0,False
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.4,Single Needle,9.0,Flat,,8.0,0.2,15.0,23.0,45,True,241.0,31.0,False
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.4,Single Needle,9.0,Flat,,10.0,0.2,15.0,23.0,45,True,230.0,63.0,False
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.4,Single Needle,9.0,Flat,,13.0,0.2,15.0,23.0,45,True,254.0,76.0,False
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6.0,Single Needle,9.0,Flat,,8.0,0.2,15.0,23.0,45,True,87.0,14.0,False
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6.5,Single Needle,9.0,Flat,,8.0,0.2,15.0,23.0,45,True,152.0,25.0,False
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,9.0,Flat,,8.0,0.2,15.0,23.0,45,True,184.0,26.0,False
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8.0,Single Needle,9.0,Flat,,8.0,0.2,15.0,23.0,45,True,246.0,50.0,False
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8.0,Single Needle,9.0,Flat,,5.0,0.2,10.0,23.0,45,True,214.0,19.0,False
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8.0,Single Needle,9.0,Flat,,5.0,0.2,10.0,23.0,45,True,190.0,19.0,False
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8.0,Single Needle,9.0,Flat,,5.0,0.2,10.0,23.0,45,True,158.0,19.0,False
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8.0,Single Needle,9.0,Flat,,5.0,0.2,10.0,23.0,45,True,159.0,21.0,False
https://doi.org/10.1016/j.molliq.2023.122819,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5.0,Single Needle,18.0,Flat,,17.75,1.2,15.0,23.0,26,True,205.0,30.0,False
https://doi.org/10.1016/j.molliq.2023.122819,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,18.0,Flat,,17.75,1.2,15.0,23.0,26,True,696.0,110.0,False
https://doi.org/10.1016/j.molliq.2023.122819,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",15.0,Single Needle,18.0,Flat,,17.75,1.2,15.0,23.0,26,True,468.0,71.0,False
https://doi.org/10.1016/j.molliq.2023.122819,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",20.0,Single Needle,18.0,Flat,,17.75,1.2,15.0,23.0,26,True,170.0,18.0,False
https://doi.org/10.1016/j.molliq.2023.122819,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",25.0,Single Needle,18.0,Flat,,17.75,1.2,15.0,23.0,26,True,444.0,31.0,False
https://doi.org/10.1016/j.molliq.2023.122819,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5.0,Single Needle,18.0,Flat,,17.75,1.2,15.0,23.0,26,True,571.0,59.0,False
https://doi.org/10.1016/j.molliq.2023.122819,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,18.0,Flat,,17.75,1.2,15.0,23.0,26,True,378.0,33.0,False
https://doi.org/10.1016/j.molliq.2023.122819,PVA,False,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,18.0,Flat,,17.75,1.2,15.0,23.0,26,True,458.0,126.0,False
https://doi.org/10.3390/nano10061221,PVDF,True,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20.0,Single Needle,17.0,Rolling Drum,2000.0,25.0,1.08,20.0,23.0,45,True,1343.0,109.0,True
https://doi.org/10.3390/nano10061221,PVDF,True,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20.0,Single Needle,17.0,Rolling Drum,2000.0,25.0,1.08,25.0,23.0,45,True,1292.0,122.0,True
https://doi.org/10.3390/nano10061221,PVDF,True,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20.0,Single Needle,17.0,Rolling Drum,2000.0,35.0,1.08,15.0,23.0,45,True,958.0,64.0,False
https://doi.org/10.3390/nano10061221,PVDF,True,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20.0,Single Needle,17.0,Rolling Drum,2000.0,35.0,1.08,20.0,23.0,45,True,1026.0,90.0,False
https://doi.org/10.3390/nano10061221,PVDF,True,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20.0,Single Needle,17.0,Rolling Drum,2000.0,35.0,1.08,25.0,23.0,45,True,994.0,127.0,False
https://doi.org/10.3390/nano10061221,PVDF,True,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20.0,Single Needle,17.0,Rolling Drum,2000.0,45.0,1.08,15.0,23.0,45,True,1169.0,58.0,False
https://doi.org/10.3390/nano10061221,PVDF,True,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20.0,Single Needle,17.0,Rolling Drum,2000.0,45.0,1.08,20.0,23.0,45,True,1392.0,75.0,True
https://doi.org/10.3390/nano10061221,PVDF,True,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20.0,Single Needle,17.0,Rolling Drum,2000.0,45.0,1.08,25.0,23.0,45,True,1012.0,82.0,False
https://doi.org/10.3390/nano10061221,PVDF,True,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20.0,Single Needle,17.0,Rolling Drum,2000.0,50.0,1.08,15.0,23.0,45,True,709.0,42.0,False
https://doi.org/10.3390/nano10061221,PVDF,True,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20.0,Single Needle,17.0,Rolling Drum,2000.0,50.0,1.08,20.0,23.0,45,True,678.0,39.0,False
https://doi.org/10.3390/nano10061221,PVDF,True,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20.0,Single Needle,17.0,Rolling Drum,2000.0,50.0,1.08,25.0,23.0,45,True,666.0,44.0,False
https://doi.org/10.1016/j.memsci.2018.06.050,PVDF,True,DMF-ACETONE,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 60.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 40.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Rolling Drum,250.0,11.5,0.8,18.0,23.0,45,True,415.0,139.0,False
https://doi.org/10.1016/j.memsci.2018.06.050,PVDF,True,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 60.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 40.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Rolling Drum,250.0,11.5,0.8,18.0,23.0,45,True,625.0,113.0,False
https://doi.org/10.1016/j.memsci.2018.06.050,PVDF,True,NMP-ACETONE,"[{""solventName"": ""NMP"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 60.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 40.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Rolling Drum,250.0,11.5,0.8,18.0,23.0,45,True,521.0,313.0,False
doi:10.1016/j.compositesb.2019.01.094,PVP,False,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14.0,Single Needle,22.0,Flat,,10.0,4.0,18.0,,45,True,1407.0,,True
doi:10.1016/j.compositesb.2019.01.094,PVP,False,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,16.0,10.0,14.0,,45,True,308.0,,False
doi:10.1016/j.compositesb.2019.01.094,PVP,False,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14.0,Single Needle,22.0,Flat,,22.0,4.0,10.0,,45,True,634.0,,False
doi:10.1016/j.compositesb.2019.01.094,PVP,False,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6.0,Single Needle,22.0,Flat,,22.0,4.0,10.0,,45,True,236.0,,False
doi:10.1016/j.compositesb.2019.01.094,PVP,False,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14.0,Single Needle,22.0,Flat,,10.0,16.0,10.0,,45,True,7311.0,,True
doi:10.1016/j.compositesb.2019.01.094,PVP,False,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6.0,Single Needle,22.0,Flat,,22.0,16.0,10.0,,45,True,168.0,,False
doi:10.1016/j.compositesb.2019.01.094,PVP,False,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6.0,Single Needle,22.0,Flat,,22.0,4.0,18.0,,45,True,144.0,,False
doi:10.1016/j.compositesb.2019.01.094,PVP,False,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14.0,Single Needle,22.0,Flat,,22.0,4.0,10.0,,45,True,2241.0,,True
doi:10.1016/j.compositesb.2019.01.094,PVP,False,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6.0,Single Needle,22.0,Flat,,10.0,16.0,18.0,,45,True,83.0,,False
doi:10.1016/j.compositesb.2019.01.094,PVP,False,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6.0,Single Needle,22.0,Flat,,10.0,16.0,10.0,,45,True,247.0,,False
doi:10.1016/j.compositesb.2019.01.094,PVP,False,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,16.0,10.0,14.0,,45,True,288.0,,False
